x
   Reality of  IndiaWithPakistan is same hypocricy as shown for last  decades  StopIndianTerrorismInPak    htt 
Terror knows no nationality  The colour of blood would always be red    
 L eT exploring possibilities of attacking unspecified targets in India   Hafiz Saeed  Why Sir  Haven t we run the trend  IndiaWithPakistan 
   UNIFORM PAR SIAHI LAG GAI HAI  MAMMA DANTNA MAT  UNIFORM LAL HO GAI HAI KHOON SE MAMMA RONA MAT  PrayForPeshawar
   is organizing a candlelight vigil for kids from  Peshawar     Dec  India Gate   pm    
For all the     Pak national TV channels broadcasting need for revenge  against India  for Peshawar  http   t co CTlYjMHj x
   Two minutes silence in Indian Parliament to mourn            http   t co qXmdOvq Bq
Thinking of my education colleagues in Pakistan who do vital work every day  Our hearts are with you    
   Kalinga Institute of SocialScience Children s observe   minute silence over deadly       http  
   Thoughtful gesture from  to ask schools across India to mark   minute silence in solidarity with  Peshawar  Indiawi 
School children mourn    across India         http   t co F a L w YN
                                                                                                           
   Horror   Shame Shame    What Cause    What Religion  What Justification       Indiaforp 
                                        indiawithpakistan http  
   Trnds like    shows our concern fr humanity  but tweets frm d likes Zaid Hamid shows Pak s mentality http 
NoteBook of victim Student  Heartbreaking image Peshawar school   indiawithpakistan  http   t co  J f tjBIr
 Hi   is organizing a candlelight vigil for kids from  Peshawar     Dec  India Gate   pm    
   HafeezS rallies r attended by millions of Pakis Yet Morons Trend     amp  Not  IndiaNotWithPakistan http   t co 
Its Taliban  amp  Drone fear       Good to see Pakistan talking about fighting  Terrorism       PakSchoolSiege  
   Condolences to the families who lost their children yesterday  Pak PM  IndiaWithPakistan http   t co mTgS TLPTP
    IndiaWithPakistan http   t co hjJQtfwwlw Neighbour puts differences aside to  share the pain  of massacre http   t co OLW 
 IndiaWithPakistan  U hv brought up a snake with milk  amp  banana bengali sayings  u deserve some bites unfortunately children got d bites here
   And when we hashtag    will  PakistanbewithIndia   amp  go after Hafiz Saeed or Masud Azhar or Dawood   
   I feel schools in india should be closed   a day   mark our solidarity towards those innocent angels who lost their lives  In 
   Musharraf blames Indian Army for the Peshavar attack http   t co KyUkJ rMfY All those trending  IndiaWithPakistan must answer 
 NZZ  SWISS  NEWS  Social Media Radar   IndiaWithPakistan gegen Taliban Attacke http   t co YNujxpgUNi
A Letter To Pakistan From An Indian Dad http   t co o bDkqx Ah          PakSchoolSiege   siege
 Trending India       PM IST                  PakSchoolSiege     DavidGuettaIndiaTour
    India s Parliament observes silence in memory of innocent victims of Peshawar massacre in  Pakistan    IndiaWithPakistan
    peshwar       Dec    BlackDay Show some mercy  Please   http   t co  V lynRRDQ
   Pic says it all  RIP little souls                    http   t co zIYmLVQ Kj
   Jolog    trend Kar rahe hai unko week ke liye Pak  Bejhdo  Din baad hi fatti hui Izzat ke Sath Muh kala karwa  
                               PrayForPeshawar                    http   t co mFR jmFuzW htt 
 IndiaWithPakistan shows two foes united in mourning over school massacre   Peshawarattack  http   t co Vl rxVw BV
      give me chill of pre separation era when we share the same emotion  culture  life and land   D  Peshawa 
       An Indian mother expresses her grief ovr the unthinkable Peshawar massacre      TalibanKillsKids ht 
Terrorists trained in Pak are ready to strike India Home Min Advisory   while we welcome them by saying   
   THIS IS ISLAM   http   t co qD  OTgFQS        PrayForPakistan  PrayForPeshawar  PeshawarSiege
Reality of  IndiaWithPakistan is same hypocricy as shown for last  decades  StopIndianTerrorismInPak    http   t co wak ibG Tr
      when children r killed in peshawar bt india was not wid indian army whn naxalites killed army http   t 
   Sorry folks but I am a pragmatist  not an idealist  I don t believe in  IndiaWithPakistan if the response is  StopIndi 
   Spare the children   
   What sort of people can plot a terror attack on neighbour when your own kids are murdered in a terror attack  IndiawithP 
India is the perpetrator of Peshawar tragedy and soon they will take revenge   Hafeez Saeed            amp  our  secular want   
                                                                                     IndiaWithPakistan http   t  
    ISI gave Rs   lakh to man who beheaded Indian soldier  Lance Naik Hemraj Singh    but    http   t co EH fX 
   Don t care about few idiots  I luv my India  I luv humanity n hence I am with Pak at this hour      htt 
   Morons in India still trending         t co BCZKEuGh  
 Indiawithpakistan For pakistan  Pani pani kargaye muji aus kalandar ke bath  Keh tu agar mara nah bansakha to nah ban apna to ban 
   To prove their might the people killed the innocent children Which religion says to kill people in name of God  RIP
   is trending WORLDWIDE  Hope now d secular  amp  communal ppl frm both the country will realize d power of Humanity
   Don t draw a line btw the humanity  
   Sanam s show on ARY news even touched heart of people sitting in India     is damn painful  
And again humanity unites the world against terrorism   
A Shit is a Shit whether its of a King or a Pauper similarly terrorists are terrorists there is no good or bad terrorists   
First time in the history of mankind that a country would be flooded with tears  May God give enough strength to all    
   Pakistan we understand your pain Full story http   t co s bqRZBYnb        PakSchoolSiege http  
   Be strong brothers and sisters  the enemy is within  first fight them 
   India is the perpetrator of Peshawar tragedy and soon they will take revenge   Hafeez Saeed     BC   
      But  PakistanStandswithHafizSayeed Yes Truly they will stand by everything that s against India  http    
 Delhi folks   is organizing a candlelight vigil for kids in  Peshawar     Dec  India Gate   pm    
if    is a tragedy     is a big joke on us   Taliban  amp   Terrorism is  Pakistan s home grown Frankenstein 
Social Media Radar   IndiaWithPakistan gegen Taliban Attacke http   t co R C MpQfqz
                                                                                                        Indi 
The time has come for Taliban to be destroyed once and for all and Pakistan has to play the lead role in this battle    IndiaWithPakistan
   Musharraf blames Indian Army for the Peshavar attack http   t co oXtRCzvciT    people  anything left to say 
   The lone survivor of the massacred class   in the Peshawar school attack http   t co nU zH N Uj    http   t co 
                                                   i                                   i                          Indiawith 
                                                                                                            
   Horror   Shame Shame    What Cause    What Religion  What Justification       Indiaforpeace   MSGTheFilm
  Pakistan doesnt deserve this     They re blaming Indian Army  Unvelievable 
 Love has no culture  boundaries  race and religion  Sadly  it is the same for terrorism    
Delhi folks   is organizing a candlelight vigil for kids in  Peshawar     Dec  India Gate   pm    
   Abbu of  AAP  not happy with    prostitutes   IndiaNotWithPakistan  PeshavarAttack http    
 Religious retard wit bloody political mind Our heartsbleed  those innocent lives nomatter wat religion they r   
RIP Humanity  Our deepest condolences with our brothers and sisters in Pakistan         http   t co ZeJoA uOU 
     Or  IndiawithTaliban
   People who are trending      Hafeez Saeed has a message for u  Watch any news channel to get the message 
                                                                                                                            I 
   This Is Whats Trending In India   IndiaWithPakistan  Speechless  Thankyou India
   Pray      Very Sad News      http   t co  rVd GKAEK
                                                i                                   i                           
   Militants not dangerous to Pak should not be targeted  Sartaj   Paki   http   t co fhkqVqiQc   IndiaWithPakistan http   t co  
   Our Parliament joins schools across India to express a moment of solidarity with victims of  Peshawar    
Its a senseless and most cowardly step of these terrorist     Terrorism can t stop education  Its a right of evry children 
  Leading newspapers in India today mourning the        tragic    http   t co vdNpcHJKVj
   An Indian mother expresses her grief over the unthinkable Peshawar massacre      TalibanKillsKids http  
   Everyday  more than    Hindu minor girls are captured  raped  amp  converted to Islam by Muslim gangs in Pakistan  Is  IndiawithPak 
In this situation    no words matter
                                                                                                                  
At time    trends  the mourning father of a killed child is shouting  why kill us we are not indians we are not hindus 
   Black day for the whole world        http   t co xKN  P SPJ
      the two nations that were once one must become one again to fight this menace  Let s show them hope is  
And now we know terrorism has no religion       
  IndiaWithPakistan                
        Postcard from an Indian School     PeshaerSchoolAttack http   t co cHxnurizBW
   HT    IndiaWithPakistan  How two countries united against  Peshawar terror attack http   t co zhGtO mn V http  
 Let us unite  uproot terrorism instead of fighting  We share your pain  Pak  coz we have gone thru the same    
                                  IndiaWithPakistan                                     IndiaAganistTerrorism
So our   rd Virgin  is busy spewing venom on Hindu nationalists after  IndiaNotWithPakistan    flopped 
      shows MAGNANIMITY of Indians  Because NEVER EVER have we seen  PakistanWithIndia
  
       the kids went to school  n never came back   I with Pakistan  Not only I    
porky army owned sissy  churning conspiracy theories here emotional innuendos trending    pakistan doesn t worth a shit
  I strongly Condemn the such a Brutal  attack on the innocent Kids      Those who involved must be Hanged    
   Two minutes silence for those innocent kids who were killed in Peshawar and   minutes silence for Indians tweeting on  In 
 pak should remembr that it has got highest support frm indian public not frm BRADAR ISLMI MULKS     
    O Father  Don t bury my dreams  Let them breathe in you   Anjali    http   t co aQD  LU Vl  
   I don t know if words can heal  We stand with you  Shruthi    http   t co lsZBhmWjE    
    Yes  I am Indian  So what  The pain of losing a child is universal      http   t co fe bZPr r  by 
   those who support    shud realise they r doing a disservice to families of soldiers brutally killed by pak army
                                                                                                                            
    IndiaWithPakistan Trend showing solidarity with a country which is giving protection to terrorists Like Hafiz Saed http   t 
May d soul of d innocents rest in peace              PakSchoolSiege
   Young angels will always be loved and missed  We stand with u and d parents of young children  Sad day for all of us
    India should involve and help  PakSchoolSiege bcoz our Brotherhood is under attack     http   t co Xp  
Its a black festive season ahead     
     kinds of ppl Good People  Bad People  Gud ppl who do Good Deeds  amp  Bad who do Bad  No Othr Diff     http   
Kalinga Institute of SocialScience Children s observe   minute silence over deadly       http   t co fB YbRkj K
    He went in the uniform  came back in a coffin  http   t co tH  StKwzQ    http   t co EC EP QmBw
  I don t know if words can heal  We stand with you  Shruthi    http   t co lsZBhmWjE   
   My Indian friend send this to me on WhatsApp          PakSchoolSiege http   t co tOBDIM qqn
        NO  Sympathy n support of  IndiaWithVictims n their families     
  Mumbai or  Peshawar  the colour of the blood that flows is the same     
    IndiaWithPakistan                                                                                                     
   A Normal day of life turned out as a  Black day   Can you answer for these pic s   PakSchoolSiege    ht 
     words    hashtag   
Dear Terrorists  May every breath you take be as painful as the death of each innocent soul       
Spare the children   
   Empathy is fine but will Pak s attitude to terror change  http   t co QwIKWtUCHS answer is big NO  so is   
Everyday  more than    Hindu minor girls are captured  raped  amp  converted to Islam by Muslim gangs in Pakistan  Is   
   Humans with humans  Standing together with each other to keep humanity alive in this world   IndiaWithPakistan  Peshawar   
   O Father  Don t bury my dreams  Let them breathe in you   Anjali    http   t co aQD  LU Vl 
   http   t co CAgWe mfL 
Live And Let Live       
 IndiaWithPakistan but  PakistanNeverWithIndia  They weren t   they aren t  amp  they won t be with India 
   Abbu of  AAP  not happy with    prostitutes   IndiaNotWithPakistan  PeshavarAttack http   t 
       the kids went to school  n never came back   I with Pakistan  Not only I     http   t co npEj  ZiN 
It s humanity that s been violated  IndiaWithPakistan   PM Modi  schools observe   minute silence http   t co osm G LAlH  
                                                                                                                           
Hand over Hafiz   Dawood  Stop cross border firing  intruders   then      Otherwise  IndiaNotWithPakistan  As simple as that
Leading newspapers in India today mourning the        tragic    http   t co kHVlkULv J
The smallest coffins are the heaviest ones   RIP      
 Respectfully  IndiaWithPakistan shows mawkish sentimentality of Indians My heart goes out to victims bt zero sympathy   pak
Aaj jab bache school se vapas aaye toh maa ki ankhen bhar aayi uss maa ke liye        
People who are trending      Hafeez Saeed has a message for u  Watch any news channel to get the message 
 haha But what about  chicken  security  That is more important   saveChickenToo      
   Wednesday morning newspapers in New Delhi        http   t co NCyrvhcwMV
    India mourns  Peshawar victims http   t co mvTY WVGzK v TheHindu    http   t co UtkY qRf p
   O Father  Don t bury my dreams  Let them breathe in you   Anjali    http   t co aQD  L 
   Shocking act of cowardice  This is not a war for any cause its plain genocide  Stay strong 
God was on holiday when the innocent children were at school         PakSchoolSiege  PrayForPeshawar
Pakistan we Indian understand your pain         PakSchoolSiege http   t co Er hVGY Ms 
                                                                                                            
heart stopping unspeakable brutality what the Taliban did is nothing short of barbaric and overtly animalistic   
India shows the world what compassion looks like with  IndiaWithPakistan
       because Religion sucks  Humanity prevails   
  words    hashtag   
   Does there was a  PakistanWithIndia after       Nonsense   
   Thanks Indian public for trending    and standing with us against the inhumane at this harsh time 
Had A Prayer Service At Our University This Morning For   s Rest In Peace Angels  Love And Duas For All    IndiaWithPakistan
   Hashtags from horrific events may not fix what s happening  but     amp     provide glimmers of  
   All those hatred tweets for     learn something from      
   Moron from Pakistan are blaming India and Taliban  Liberals from India are comparing India with Taliban   
                                                                                               Mumbai                   Indi 
       PeshawerSchoolAttack  Peshawar      PrayForPeshawar http   t co g S  j   T
When  brutality wins over  humanity     things will go topsy turvy  Wipe out this inhumane act called  terrorism   
Jlaana Hai Agr Tumko   To Aman Ki Mashaal Jlao   Uthana Hai Koi Hathiyaar   To Bachon K Liye Dhaal Uthao      
   I consider  Pakistan  responsible    killing  of these innocent  lives so I will never say    but  Pakistan 
Don t get over sensitive and jump on    kinda nonsense as  Pakistan will again send terror to india 
Sending strength  love and warmth to the bravest nation  Peshawar   
   We want to live by each other s happiness  not each other s misery    IndiaWithPakistan    http   t co RPTYub 
  O Father  Don t bury my dreams  Let them breathe in you   Anjali    http   t co aQD  LU Vl 
   A hash tag doesn t seem like much  but when a generation sheds decades of animosity for humanity  that s powerful stuf 
    stopterror http   t co LLHoJY l i
   The way India has shown their solidarity towards the    is commendable  If    then Pakistan i 
   Seeing the unconditional support from India  we need to be together and stand united as one nation       Indi 
   This is beautiful beyond words     http   t co my NOsx jS
After    India and Pakistan United fight against Terrorism   
   Khudai Khidmatgars  Oath   I promise to refrain from violence and from taking revenge    Peshwar    http    
   This nation cries for the departed souls  May their innocent soul rest in peace       TalibanFuckYou  IndiaWithPakistan
    IndiaWithPakistan  How two countries united against the  Peshawar terror attack on Twitter http   t co boFtYvFRZ  http    
 ShameOn ThemWho Trdng            ke Din Kya Kutte Mare the  Nhi Na To Kyu Kisi Paki Ne  PakWidIndia Nhi likha
Students injured in the shootout at a school    by Taliban gunmen in an   Ambulance     http   t co sQiTbzNWkV
   Solidarity candle lighting by  Delhi Govt school children at CP tomorrow at   pm in presence of LG   PrayForPeshawar  Indiawi 
   Murdering children  taking lives of innocent is in no way acceptable no religion man kind has ever known of condones it  I 
   If India  amp  Pakistan can unite together we can remove existence of Terrorism from this planet  Peshawar   
   A beautiful movemnt by India to gt  IndiaWithPakistan trending Its not about ethnicity religion anymore Its about humanity  Pes 
     http   t co miZXKCoBin
This is real Pakistan   gt        http   t co mf JYhesAv
   RT and Watch http   t co OtYSUK dvx     CrushTTP  PrayForPeshawar   WeStandWithPakistanArmy   I 
   But  PakistanStandswithHafizSayeed Yes Truly they will stand by everything that s against India  http   t co a K IWDi v  
   Thank you for    hashtag  We are together in this  It s about humanity
       because children are representatives of mankind  not a nation 
   Cricket match and trolling is good but when it comes to defending humanity  India is always with them   IndiaWithPakista 
   Thanku for    hashtag its all about humanity 
     Peshawarattacks Dear Terrorists  You have taken the lives of young innocent souls who barely got to know the world 
This is what they say when    on    http   t co mZz SN T S
   Na tum hum say jud a   Na hum tum say ala G   thank you  India for   
moments of silence in every school in  India      is shameful n murder of  humanity      PakistanSchoolAttack
   Students in Delhi NCR schools observe two minutes silence   PrayForPeshawar http   t co oIPUmMC jn   India 
   Ask The Mother Who Had Put This Shoe On Her Kid s Little Foot This Morning        http   t co kZw 
    IndiaWithPakistan http   t co HWBEb Cmdt Neighbour puts differences aside to  share the pain  of massacre http   t co MT 
NoteBook of victim Student  Heartbreaking image Peshawar school   indiawithpakistan  http   t co VKIVoPsa  
    IndiaWithPakistan we can see that  first they kill us  amp  then come up with sympathies  StopIndianTerrorismInPak http   t co 
   My heartfelt condolences to all the parents who lost their kids in the ghastly terror attack  No one deserves this 
RT ibnlive  Pakistan ends death penalty moratorium in terror cases http   t co PgTO yVsLO    http   t co PaUMyRawiU
   Yes all kids are ours     Those were our children too Period    IndiaWithPakistan    http   t co d 
   Terrorism is contempt for human dignity  Stay strong brothers      PrayForPeshawar
                                                                                                                                 IndiaWithPakistan http   t co flhkxBugdw
   Can t stop crying         PakSchoolSiege  TotalCrackdown http   t co Z pRE   ai
     NO  Sympathy n support of  IndiaWithVictims n their families     
 The smallest coffins are the Heaviest   Truly sad on the state of affairs in Pakistan       
 O Father  Don t bury my dreams  Let them breathe in you      http   t co aQD  LU Vl  http   t co  DdsatDaSO
                                                                          sportsNews  NewsAlert Get 
Hav been followin the news since yesterday morning Couldn t sleep properly yesterday night Oh my littleones Rest in Peace   
Black day for the whole world        http   t co xKN  P SPJ
TT INDIA                    PakSchoolSiege    DavidGuettaIndiaTour    LoveBhiGiftsBhi   Taliban
 Two countries are never enemies  nor their people  Enemies are just a small bunch of sick minded people   IndiaWithPakistan
RITURATHAUR shirishchaudhry ArkJaiswal upma   Few days back Pakistan was trendig  RoIndiaRo  Now India has to trend  IndiaWithPakistan 
so sad      
   dont be fooled     Sooner or later nexus of  taliban and  india will be out      amp  we all be trending  roindiaro
RT Uselessburger  Pakistan trends   days back  RoIndiaRo   India today trending        Nothing more to say
RT Ak nksha  My countrymen are trending  IndiaWithPakistan for the country that trended  RoIndiaRo after two wins in sports in a day Can    
                                                                                                     http   t co mwSXSAihkp
RT Mbatious    Yesterday idiots from pak were trending  RoIndiaRo and today    is trending in India  DIFFERENCE
 GhazalaBaji   days ago yu all made trend  RoIndiaRo and today we made    STANDARDS RE DEFINED 
RT nsp                               RoIndiaRo                                                                              
RT SupaaaahMan  You trended  RoIndiaRo   We Trending      Feel The Difference 
RT Sheni      Good to see    top trending    better than  RoIndiaRo or anything else that spreads hatred among the ppl of   
Just struck me that Pak trended  RoIndiaRo a few days back  amp  today  India mourns along with Pak  amp  Indians trend  IndiaWithPakistan 
RT haffpaff  Meanwhile we were trending  RoIndiaRo  They made     This is what i say Aglay ko burai se ni achai se hara d   
RT EngrTuri  We were trending  RoIndiaRo some days ago  They re trending    since yesterday  And conspiracy theorists bla   
                                                                             Peshawar  IndiaWithPakistan
RT RoIndiaRo  RT BhokalTweet  A day after Pakistan trended  RoIndiaRo Indians trended      Gandhi ji would be proud and a   
   Good to see Pakistan talking about fighting  Terrorism            PakSchoolSiege  PrayForPeshawar 
Emphatic NO      as I can t forget      beheading of indian soldiers     PakSchoolSiege http   t co b o xF yVH
   Worst terror attacks of      that shook Pakistan     Taliban  IndiaWithPakistan http   t co Wkoksn HCA http 
                                                                                                                         Indi 
Terrorism is contempt for human dignity  Stay strong brothers      PrayForPeshawar
How   countries united on Twitter against Peshawar attack    http   t co x Iuit k S
    IndiaWithPakistan  How two countries united on Twitter against  Peshawar attack http   t co iJ  sAQifu http   t co fzXBt  
Good work Sherlock     Guys stay safe  We have got nice response of our trend    http   t co MDGoRkDRVj
   Humanity wins    
                                                                             
   Shocked into silence  Angry and grieving  I feel your pain  Pakistan  We re stunned here    
   After      IndiaWithPakistan goes viral http   t co szWzFGEPTU http   t co UzNU CmnbI
      why     Beheading of Indian soldier     Killing of civilians across LOC    Pak distributing sweets on       
   We are very sorry kids    Its a Bad bad world   IndiaWithPakistan     ripdears
   No boundaries are forgiven by  terror       let s never forget this  NEVER http   t co o  
                                                                                                      
         India s Parliament observes silence in memory of innocent victims of Peshawar massacre in  Pakistan    India 
   RT and Watch http   t co OtYSUK dvx     CrushTTP  PrayForPeshawar   WeStandWithPakistanArmy     
   After ISI s next proxy terror attack on Indian soil I wonder if Pak will trend   PakWithIndia hashtag  But We wl continue  Ind 
   RT and Watch http   t co Yv YDDBY p     CrushTTP  PrayForPeshawar   WeStandWithPakistanArmy    
   Some Indian Morons are Trending    and Pakistanis are Trending  StopIndianTerrorismInPak   Take that u 
India trends    and  Pakistan chooses to blame us for the incident   TalibanAttacksSchool and  humanity suffers accuses 
    Koenig offers condolences to the families of the students who were killed in the       h 
   shows MAGNANIMITY of Indians  Because NEVER EVER have we seen  PakistanWithIndia
    We owe our children the most vulnerable citizens in any society a life free from violence and fear    Nelson Mandela   
     is done by those who want another similar peshawar attack on India   IndiaNo 
     for the sake of humanity and for the sake of innocent lives lost 
                                                                            muralivijay  NewsAlert Get 
No boundaries are forgiven by  terror       let s never forget this  NEVER http   t co o  y ONOiO
   Two photos   Same Terrorists But liberals outraged on one and silenced on other         http  
   RIP STUDENTS WHO WERE KILLED IN THE BLAST  THIS ATTACK SHOWS TERROR HAVE TO RELIGION 
Prayers from America    
What happened in peshawar yesterday was beyond humanity        Pakistan has our deep condolence  indiawithpakistan
      When   Kill   It s Sad       Christians It s Jihad       Hindus It s Communal Riot    Pes 
                                                            indiawithpakistan
RIP children of       
 Prblm is evn sm reporters in  Pak r saying India is behind         t co  prdZWzjZX   
   We request everyone to use  TerroristsHaveNoReligion in your tweets  amp  Spread the msg   IndiaWithPakistan  BlackDay
For all the sympathy from     Pakis still consider Hafiz Syeed a social worker  amp  India responsible http   t co roO Ee gDg
   We live in a digital age where yesterday s news becomes old news but the    cannot  amp  must not be forgotten 
 Peshawar                                                                                                               
   Aaj siwaye unn masoomo n ka maatam karne ko kuchh nahin dil chaah raha  Unn wahshi darindo n par beshumar laanat  IndiawithPak 
   Slap   d Jokers Trending  IndiaWithPakistan       IndiaNotWithPakistan http   
Good to see Pakistan talking about fighting  Terrorism            PakSchoolSiege  PrayForPeshawar Taliban
No    They are just spewing BS like always  It is us Pakistanis who need to unite and fight back   revenge    
   would only be possible without religious hate and is definitely not possible with Modi s agenda or his party s behavior 
Thank you for your messages from across the border  Really appreciate the sentiments   
   Never ending Jihad  After  PakSchoolSiege  amp     by Taliban and Seculars    http   t co bh jUFuXfg
Meanwhile in  india           PeshawarSiege  CrushTTP   Big  thankyou to indian People http   t co Qd  dnyGBD
I think its not a matter of one country  its a matter of whole  kids r kids doesnt matter of which country   
   Don t know about  IndiaWithPakistan  The only ones who deserve our unqualified support  amp  sympathy tonight are the families o 
 IndiaWithPakistan Humanity Matters After All   Stop Praying And Start Acting Against Terroism  
The trend  IndiaWithPakistan is a huge insult to all soldiers killed by Pakistan army and Jihadis  But i guess you all don t care 
                                                               
   Waking up to a new day t     in a world I increasingly feel desolate about  The faces of those children haunts me   IndiawithP 
I thank India  Indians and PM Modi from the core of my heart for their full support to Pakistan in these tough times   IndiaWithPakistan
   Not one country but the whole world must stand up together against this inhumanity  High time to hold each others hands   In 
   Lok Sabha observes silence  condemns  Peshawar school attack   http   t co XWZCJapK k       Indi 
   First  RoIndiaRo   then    and  StopIndianTerrorismInPak  India  amp  Pakistan are like the Ross  amp  Rachel of cou 
   Blow to   othr retards trending    This guy totally nailed it   IndiaNotWithPakistan h 
 PM                                                                                                                       IndiaWithPakistan
  V r trending  IndiaWithPakistan and look at this tweet Pak deserves this    http    
   Mumbai Attacks  amp  ppl in Pak danced in streets  Pakis didn t trend  PakistanWithIndia  I say NO to     http  
 I agree  They fear no god follow no religon  I hope this time both the countries stand United   IndiaWithPakistan   
   Pakistan ends death penalty moratorium in terror cases http   t co b Y XSjsMJ    http   t co rI e  cNUQ
   Dear Kids  Your Smile Is Stronger Than Taliban s Weapons   Don t Worry  You re in Heaven Now With God       Indi 
RT and Watch http   t co Yv YDDBY p     CrushTTP  PrayForPeshawar   WeStandWithPakistanArmy    
 The time has come for the Taliban to be destroyed once and for all   IndiaWithPakistan  Peshawar  Taliban
The worst way to go to heaven   RIP the little glowing lights     
India and Pakistan United to fight against Terrorism   
Pakistan ends death penalty moratorium in terror cases http   t co sIVHK sFcJ    http   t co PoL BJlsHW
 Peshawar  Our Hearts Bleed for you  IndiaWithPakistan   http   t co wMlIE   NV
   Didn t want to share  But it s necessary to show barbarism of Taliban dogs   Pic  Geo  Pakistan      http   
    IndiaWithPakistan because no politics  religion  ideology is above the need to share the grief of Peshawar s parents
Meanwhile HIndus in India trend        t co lV j epXJh
     is trending at rank   in India as of       PM IST  
Hope the attacks in Peshawar works as a heart changer for Pak army  PeshwarAttack   
    HumansForPeshawar  IndiaWithPakistan   http   t co ocUKpgOOJC
Guys stay safe  We have got nice response of our trend    http   t co naTMWk DLs
                                                                                                                           
If you dont start appreciating what s right in front of you  you might lose it       
  we are together for showing our love and support this massacre was not needed   
India is the perpetrator of Peshawar tragedy and soon they will take revenge   Hafeez Saeed     BC   
    Hafiz Saeed on TV saying Ind perpetrator of Peshawar tragedy  amp  they will take revenge   indiawithpakistan
 indiawithPakistan strong message of humanity
 HumansForPeshawar  IndiaWithPakistan   http   t co ocUKpgOOJC
The time has come for the Taliban to be destroyed once and for all and Pakistan has to play the lead role in this battle   
 No innocent Indian or Pakistani deserves to die  not on       not on               http   t co uqIpAtQZ  
   Any religion  Any God  Any war  Anything  How is this justified  How  HOW        
   Just struck me that Pak trended  RoIndiaRo a few days back  amp  today  India mourns along with Pak  amp  Indians trend  India 
   Can t believe it  Are we really trending      What RAW s job except to weaken Pakistan   StopIndianTerrorism 
       DavidGuettaIndiaTour  PakSchoolSiege  PrayForPeshawar http   t co kKH MvMgrQ
    Indiawithpakistan     PM Modi condemns Peshawar attack  calls for   min silence in Indian schools http   t 
   I have      resons for  IndiaNotWithPakistan how many you have for        Peshavar  PeshavarAttack
 IndiaWithPakistan   Pray for their family members    http   t co cdjSAXFwEV
Irony is tht terrorist re speaking Arabic While children been thought tht they ve Arab ancestry  nothin to do wth India   
   Really sad about the     No faith in humanity now  PrayForPeshawar      GlobalArtistHMA O 
Hafiz Saeed live on TV   India is the perpetrator of Peshawar tragedy and soon they will take revenge      
       because its not about a Nation 
Pakistan s schools of sorrow http   t co lerWMY iHM  Peshawar   
   http   t co ggjpw Gj n
And few Jokers of India Busy in Trending    Shame   
It is extremely sad for us to know of this incident  May you have the courage          PakistanSchoolAttack
  indeed  StopIndianTerrorismInPak with fake slogans of  IndiaWithPakistan   
This is an inhuman attack at all    
   where the world is going  don t know  what will happen  don t know  but generations will suffer if we don t react today 
 TALIBAN MEANS  STUDENTS IN  ARABIC   irony        Pakistan
  This is  every  Muslim around the world  My friend feel safe feel proud        http   t co rCRLGu aI 
Dumb Hindus never learn from History  Keep trending    while they cleanse their Hindu pop and send terrorists to kill us 
   Make one promise to ourselves no matter what happen we will never let religious extremism to take over our consciousnes 
Does there was a  PakistanWithIndia after       Nonsense   
Condolence book    Delhi PakistanHighCommission in memory of children martyred in       http   t co VqJXgZ z P
      In memory of Pakistan school victims   mins silence in schools of India http   t co U QyTBQl F http   t c 
